task_id,task_range,inner_id,wid,intent,triage,answer_quality,is_reworked,rework_reason,lead_time_sec,lead_time_min,has_fallback,fallback_value,used_docs_count,used_noise_count,unused_should_use_count,unused_not_needed_count,has_doc_comment,has_answer_comment,completed_by,annotation_created_at,annotation_updated_at,query
164239,164209-165076,31,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,1178.616,19.64,False,,0,2,0,8,True,True,60,2026-03-26T07:22:30.705979Z,2026-03-27T06:33:27.762850Z,게시의아뮬렛 파템10강 했는데 유일로 물질변환이 되지 않습니다. 허리띠는 됐구요
164240,164209-165076,32,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,734.765,12.25,False,,0,0,0,10,True,False,60,2026-03-26T07:29:07.413651Z,2026-03-27T04:59:10.983387Z,마나의 지팡이는 안나오나요?
164241,164209-165076,33,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,10.934,0.18,True,99,0,0,0,10,False,False,60,2026-03-25T05:25:55.753157Z,2026-03-25T05:25:55.753166Z,파일이변조되어
164242,164209-165076,34,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,93.138,1.55,True,98,0,2,0,8,False,False,60,2026-03-25T05:24:54.127436Z,2026-03-25T05:24:54.127445Z,안녕하세요 전화번호로그인하려는데
164243,164209-165076,35,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,83.531,1.39,True,97,2,0,0,8,False,False,60,2026-03-25T05:23:11.782173Z,2026-03-25T05:23:11.782182Z,상담원 바로 연결 해줘
164244,164209-165076,36,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality,538.425,8.97,True,99,0,0,0,10,False,False,60,2026-03-26T07:41:57.608125Z,2026-03-26T07:41:57.608133Z,본인확인 실패시 리셋하는법
164245,164209-165076,37,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,1585.489,26.42,True,99,0,0,3,7,True,True,60,2026-03-26T07:45:54.056612Z,2026-04-07T00:30:36.346807Z,윈도우에서 퍼플실행후 산들바람결제
164246,164209-165076,38,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,99.605,1.66,False,,2,0,1,7,False,False,60,2026-03-26T07:47:19.876080Z,2026-03-26T07:47:37.611809Z,정상적인 게임 플레이 흐름 방해는 뭐야
164247,164209-165076,39,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,1008.0649999999999,16.8,True,99,0,0,0,10,True,False,60,2026-03-26T07:54:39.169203Z,2026-03-26T10:02:49.806959Z,비정상적인 접근입니다
164248,164209-165076,40,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,782.722,13.05,True,98,0,3,0,7,True,True,60,2026-03-26T08:26:39.612215Z,2026-03-27T08:46:04.190224Z,왜 계속 임시제한이 걸려? 풀어도 풀어도 계속 걸려
164249,164209-165076,41,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,1075.933,17.93,True,98,0,1,0,9,True,True,60,2026-03-26T08:33:54.046030Z,2026-03-30T07:31:12.858712Z,데몬 궁성 왔니 라는 캐릭. 모바일유저인데 오토확인 문자입력 글자도 작고 색깔이 밝아서 모바일로 도져히 못알앙석어서 입력 실패 했수다 .
164250,164209-165076,42,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,6.033,0.1,False,,0,0,0,10,False,False,60,2026-03-26T08:22:34.411278Z,2026-03-26T08:22:34.411287Z,몇시해제?
164251,164209-165076,43,lineageclassic,외국어,,,False,,398.081,6.63,True,16,0,0,0,0,False,False,59,2026-03-25T04:28:51.319542Z,2026-03-31T08:42:12.594995Z,購買了月卡 又購買了季卡
164252,164209-165076,44,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,385.978,6.43,True,99,0,0,1,9,False,True,59,2026-03-25T05:00:01.874910Z,2026-03-30T01:06:51.746831Z,챈가룽멤버쉽 철회방법
164253,164209-165076,45,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality|doc_comment,232.489,3.87,True,99,0,0,0,10,True,False,59,2026-03-25T05:04:05.301492Z,2026-03-25T05:05:01.362046Z,복구코드 재발급 어디서 받나요
164254,164209-165076,46,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality,573.1370000000001,9.55,False,,0,0,0,10,False,False,59,2026-03-25T05:09:10.602855Z,2026-03-27T02:02:31.630308Z,코치롱 서버 접속을 못합니다
164255,164209-165076,47,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,19.505,0.33,False,,1,0,0,9,False,False,59,2026-03-25T05:09:52.822722Z,2026-03-25T05:09:52.822730Z,그럼 한컴에 여러계정을 동시에 실행할수 있다는거네?
164256,164209-165076,48,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,123.242,2.05,False,,1,0,0,9,False,False,59,2026-03-25T05:11:59.273197Z,2026-03-25T05:11:59.273205Z,레기온 초대기능없나여
164257,164209-165076,49,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,950.3930000000001,15.84,True,98,1,0,8,1,False,False,59,2026-03-25T05:38:59.750804Z,2026-03-25T07:10:41.518005Z,계정정지 조회
164258,164209-165076,50,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,21.531,0.36,False,,0,0,0,10,False,False,59,2026-03-25T05:39:39.090492Z,2026-03-25T05:39:47.947734Z,오늘 풀리는걸로 되잇는데...
164259,164209-165076,51,lineagew,RAG or 초동수사,no,Good,True,triage|answer_quality|answer_comment,651.394,10.86,False,,1,0,0,9,False,True,59,2026-03-25T07:27:44.069135Z,2026-03-25T07:27:44.069142Z,상급전설축복의가루로 제작할수 있는  게무엇
164260,164209-165076,52,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,14.573,0.24,True,96,0,0,0,10,False,False,59,2026-03-25T07:23:47.046689Z,2026-03-25T07:23:47.046709Z,내문의접수내역이 어떻게되고있는지 확인
164261,164209-165076,53,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,10103.114,168.39,False,,1,0,0,9,False,False,59,2026-03-26T00:26:23.078477Z,2026-03-26T00:26:23.078486Z,뼈셋 어디서 받아요?
164262,164209-165076,54,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,457.905,7.63,False,,1,0,0,9,True,True,59,2026-03-25T07:56:02.090593Z,2026-03-30T00:34:02.786360Z,영혼결정은 뭐야?
164263,164209-165076,55,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality,1093.071,18.22,True,96,0,0,1,0,False,False,59,2026-03-25T07:37:56.039091Z,2026-03-31T06:45:49.588091Z,임시점검으로 게임 접촉 안돼요
164264,164209-165076,56,aion2,외국어,,,True,answer_comment,149.897,2.5,True,16,0,0,0,0,False,True,59,2026-03-25T05:22:41.807123Z,2026-04-07T08:30:53.968284Z,fatal errer
164265,164209-165076,57,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality|answer_comment,3479.6130000000003,57.99,True,99,0,0,0,0,False,True,59,2026-03-25T07:50:09.186385Z,2026-04-01T01:33:41.378647Z,이벤트로 받은 아이템이라 버려지지도 않는다고 뜹니다 창고지기에게 말도 안걸어지구요
164266,164209-165076,58,lineagem,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,7.022,0.12,True,14,0,0,0,0,False,False,59,2026-03-25T05:19:41.556526Z,2026-03-25T05:19:41.556536Z,내 이름은?
164267,164209-165076,59,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,178.56699999999998,2.98,False,,1,0,0,9,True,True,59,2026-03-26T00:29:21.126360Z,2026-03-30T00:34:32.893134Z,모바일 버전으로 하는 법
164268,164209-165076,60,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,312.519,5.21,False,,3,0,3,4,False,False,59,2026-03-26T00:34:44.877074Z,2026-03-26T00:34:44.877083Z,왜 감옥가서 대기열걸리게함
164269,164209-165076,61,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,553.613,9.23,True,98,1,0,4,5,False,False,59,2026-03-26T00:44:01.539725Z,2026-03-26T00:44:01.539734Z,맴버쉽 결제했는데 적용이 안됬습니다
164270,164209-165076,62,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,534.489,8.91,False,,0,0,0,1,True,False,59,2026-03-26T01:22:40.228174Z,2026-03-26T01:22:40.228187Z,AOS 업데이트 언제되나요?
164271,164209-165076,63,aion2,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,2079.174,34.65,True,97,3,0,0,7,False,True,59,2026-03-26T02:18:18.348236Z,2026-03-30T00:34:44.879641Z,버그로 피해본 후 문의를 넣었는데 무반응으로 일관함
164272,164209-165076,64,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|doc_comment,252.942,4.22,True,98,1,0,0,9,True,False,59,2026-03-26T02:14:46.057724Z,2026-03-26T02:15:50.030031Z,접속하면 팅기는데
164273,164209-165076,65,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,811.7479999999999,13.53,True,98,1,2,0,7,False,True,59,2026-03-26T04:47:38.090784Z,2026-03-30T00:34:57.859358Z,90일 이용권 구매했는데 게임이 않돼요
164274,164209-165076,66,lineagew,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,614.024,10.23,True,97,0,3,0,7,False,True,59,2026-03-25T08:01:59.243678Z,2026-03-31T06:28:28.128231Z,고객센터 문의내용 확인
164275,164209-165076,67,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,4.995,0.08,True,99,0,0,0,10,False,False,59,2026-03-26T02:11:14.488874Z,2026-03-26T02:11:14.488886Z,28회차에서 멈춤
164276,164209-165076,68,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,252.061,4.2,True,99,0,0,0,10,False,False,59,2026-03-26T05:15:05.660849Z,2026-03-26T05:15:05.660858Z,임시보호 조치 풀어주세요
164277,164209-165076,69,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality|doc_comment,201.87,3.36,True,96,0,1,0,9,True,False,59,2026-03-26T05:18:28.702481Z,2026-03-26T05:18:28.702490Z,코인충천3만원을 하였는데  가상계좌하였는데 바로 충전이안되있습니다
164278,164209-165076,70,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,62.190999999999995,1.04,False,,0,1,0,9,False,False,59,2026-03-26T05:19:06.901379Z,2026-04-01T01:54:37.770161Z,계정 보호 기능을 제공하지 않아야 합니다
164279,164209-165076,71,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,10.376,0.17,False,,0,0,0,10,False,False,59,2026-03-26T05:19:26.934438Z,2026-03-26T05:19:26.934446Z,갑자기 서버닫은거떄문에 커뮤니티 말많은데 답변 계획잇어??
164280,164209-165076,72,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,108.864,1.81,False,,0,0,0,10,False,True,59,2026-03-26T05:20:04.053148Z,2026-03-30T00:37:02.112950Z,페로니아 플레이시간
164281,164209-165076,73,lineageclassic,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,200.56400000000002,3.34,False,,2,0,2,6,True,True,59,2026-03-26T05:23:37.679521Z,2026-03-30T00:37:09.588479Z,힘법사 추천 스텟은?
164282,164209-165076,74,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,32.316,0.54,True,97,1,0,0,9,False,False,59,2026-03-26T05:12:03.404069Z,2026-03-26T05:12:03.404078Z,이의를 접수합니다
164283,164209-165076,75,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,830.111,13.84,False,,0,0,0,10,True,False,59,2026-03-26T05:54:33.494095Z,2026-03-26T05:54:33.494106Z,정령의 수정 윈드 샷을 드랍하는 몬스터는?
164284,164209-165076,76,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,136.142,2.27,False,,0,0,0,10,True,True,59,2026-03-26T06:11:36.272444Z,2026-03-30T00:37:21.865751Z,미스릴원석 주는몬스터
164285,164209-165076,77,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,3.582,0.06,True,14,0,0,0,0,False,False,59,2026-03-26T00:23:46.207961Z,2026-03-26T00:23:46.207970Z,사냥하라고? 마을에 있지말고?
164286,164209-165076,78,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,483.549,8.06,True,96,0,0,0,10,False,True,59,2026-03-26T04:33:02.115077Z,2026-03-30T00:37:34.389239Z,펫 명중치 설정 질문
164287,164209-165076,79,lineageclassic,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,2436.9159999999997,40.62,False,,2,0,0,8,True,True,59,2026-03-26T04:22:17.113550Z,2026-03-30T00:37:42.278121Z,은기사마을에서 말하는섬가는법
164288,164209-165076,80,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,263.231,4.39,True,98,4,0,0,6,False,False,59,2026-03-26T04:36:17.799927Z,2026-03-26T04:36:17.799935Z,"안녕, 영원의 칼날 2 한국 서버 운영진.저는 해외 사용자입니다. 당신의 게임 AION2를 좋아합니다.최근 내 계정으로 로그인을 시도할 때 자주 ""인증"" 문제가 발생하여 게임에 정상적으로 접근할 수 없습니다.나는 줄곧 스스로 이 계좌를 관리해왔으며 그 어떤 불법절차도 사용한적이 없으며 운영정책을 위반한적이 없다. 례를 들면 공유계좌이다.나는 단지 게임을 즐기려는 의도를 가지고 놀았다.이 문제를 스스로 해결할 수 있는 몇 가지 방법이 있다"
164289,164209-165076,81,aion2,외국어,,,False,,4.628,0.08,True,16,0,0,0,0,False,False,59,2026-03-25T05:32:11.367780Z,2026-03-25T05:32:11.367790Z,RpWJD
164290,164209-165076,82,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,1695.3300000000002,28.26,True,97,0,1,0,9,True,True,59,2026-03-26T01:28:29.289872Z,2026-04-01T04:05:35.162140Z,포에타 접속이 안됩니다
164291,164209-165076,83,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,893.886,14.9,True,14,0,0,0,0,True,False,59,2026-03-26T05:03:47.787864Z,2026-03-26T05:03:47.787876Z,풀라우 개 어떻게만들어
164292,164209-165076,84,lineageclassic,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,2.221,0.04,False,,0,0,0,10,False,False,59,2026-03-25T05:23:32.211512Z,2026-03-25T05:23:32.211522Z,리니지 클래식 지옥 시스템은 누가 만든겁니까?
164293,164209-165076,85,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|answer_comment,1039.884,17.33,False,,3,0,2,5,False,True,59,2026-03-26T05:10:49.768426Z,2026-03-31T07:56:39.380840Z,다이렉트12없이 게임실행
164294,164209-165076,86,aion2,욕설/비난/비윤리적_주제,,,False,,15.745000000000001,0.26,True,97,0,3,0,0,False,False,59,2026-03-26T01:41:51.440194Z,2026-04-01T04:07:35.372603Z,운영진 자체가 버그 인거 같아요 점검시간을 지키질 않고 계속 연장연장연장 대기업에서 이게 뭐하는 짓인가요
164295,164209-165076,87,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,655.287,10.92,True,98,1,0,1,8,False,False,59,2026-03-26T01:05:10.649736Z,2026-03-26T01:05:10.649747Z,펫 상자 안들어온거 복구해주세요
164296,164209-165076,88,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality|answer_comment,972.288,16.2,True,96,0,0,0,0,False,True,59,2026-03-26T06:07:58.787515Z,2026-03-31T06:31:29.442090Z,문의를 남겼는데 답변이 없어서 여기에 글남깁니다
164297,164209-165076,89,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,227.886,3.8,True,98,1,0,1,8,True,True,59,2026-03-26T01:08:39.747299Z,2026-04-01T04:10:53.730000Z,동영상으론 신고가 불가능한가요
164298,164209-165076,90,lineageclassic,외국어,,,False,,2.221,0.04,True,16,0,0,0,0,False,False,59,2026-03-25T05:23:38.387265Z,2026-03-25T05:23:38.387273Z,充值未到账
164299,164209-165076,91,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality|answer_comment,571.0659999999999,9.52,True,99,0,0,0,10,False,True,59,2026-03-26T02:10:47.126397Z,2026-04-01T04:11:18.561395Z,임시제한 해제 이메일인증이 안됨
164300,164209-165076,92,aion2,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,95.562,1.59,True,97,0,2,0,8,False,True,59,2026-03-26T02:01:30.364834Z,2026-03-30T00:38:55.245426Z,거참// 문의 접수까지 글 다적고/ 화면 카피 까지 했으나 접수가 안됩니다.
164301,164209-165076,93,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,6124.981000000001,102.08,False,,0,0,0,10,True,True,85,2026-03-25T04:52:50.911275Z,2026-03-30T06:58:48.672782Z,난쟁이족 도끼 매입 NPC는 누구인가?
164302,164209-165076,94,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment,2248.137,37.47,True,96,0,0,1,9,True,False,85,2026-03-25T05:12:24.542500Z,2026-04-01T04:29:53.881679Z,크렉 오류
164303,164209-165076,95,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,1404.925,23.42,True,96,0,0,0,10,False,True,85,2026-03-25T05:21:58.142902Z,2026-03-27T08:32:49.191528Z,파티원 클래스는 확인이 안되나요
164304,164209-165076,96,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,1778.039,29.63,False,,0,0,0,10,True,False,85,2026-03-25T05:23:55.539646Z,2026-03-27T05:23:42.408023Z,퍼플 로그인시 방송 나오는걸 안나오게 할 수 있나요
164305,164209-165076,97,aion2,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,30.733,0.51,True,14,0,0,0,0,False,False,85,2026-03-25T05:24:47.193351Z,2026-03-25T07:29:24.813939Z,핸드폰은
164306,164209-165076,98,lineageclassic,욕설/비난/비윤리적_주제,,,False,,64.585,1.08,True,96,0,0,0,0,False,False,85,2026-03-25T06:01:11.788454Z,2026-03-25T06:01:11.788462Z,문의하는시간낭비가 더짜증난다~!!
164307,164209-165076,99,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,3503.5669999999996,58.39,True,98,0,1,0,9,True,True,85,2026-03-25T05:31:57.105846Z,2026-04-01T05:06:37.558354Z,19일까지 정기 구독 결제하면 15일동안 사용가능한 아이템 지급이 안됬어
164308,164209-165076,100,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,1599.579,26.66,False,,4,1,1,4,True,True,85,2026-03-25T05:35:56.012939Z,2026-04-02T05:59:23.542038Z,pve공격력
164309,164209-165076,101,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment,4631.867,77.2,False,,0,0,0,10,True,False,85,2026-03-25T05:38:56.879538Z,2026-03-31T01:31:24.168750Z,2026년 2월12일인데 서버 생성제한이 언제풀리는지 모르겠네요
164310,164209-165076,102,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,168.667,2.81,False,,1,0,2,7,False,False,85,2026-03-25T05:40:51.234224Z,2026-03-25T07:31:42.454714Z,서버내 모든 캐릭에 적용되나요?
164311,164209-165076,103,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,94.132,1.57,False,,2,0,6,2,False,False,85,2026-03-25T05:42:36.506230Z,2026-03-25T07:32:22.278997Z,구독 상품이 판매중이 아닙니다
